scenario,policy,step_idx,cell_id,slice_id,kind,latency_ms,service_ratio,sla_met,isolated,suspicious,mission_critical,ai_enabled,deadline_missed
ai_spike,throughput_first,15,cell-west,cell-west:mission,mission_critical,4.7316,0.9086,True,False,False,True,True,False
ai_spike,throughput_first,15,cell-west,cell-west:ai-edge,ai_edge,5.7711,0.8293,True,False,False,False,True,False
ai_spike,throughput_first,15,cell-west,cell-west:broadband,broadband,4.3203,1.0,True,False,False,False,False,False
ai_spike,throughput_first,15,cell-west,cell-west:background,background,7.8251,0.5877,False,False,False,False,False,False
ai_spike,throughput_first,15,cell-central,cell-central:mission,mission_critical,5.3752,0.8723,True,False,False,True,True,False
ai_spike,throughput_first,15,cell-central,cell-central:ai-edge,ai_edge,6.5405,0.7953,True,False,False,False,True,False
ai_spike,throughput_first,15,cell-central,cell-central:broadband,broadband,7.0323,0.7374,True,False,False,False,False,False
ai_spike,throughput_first,15,cell-central,cell-central:background,background,9.9574,0.3933,False,False,False,False,False,False
ai_spike,throughput_first,15,cell-east,cell-east:mission,mission_critical,4.9244,0.8658,True,False,False,True,True,False
ai_spike,throughput_first,15,cell-east,cell-east:ai-edge,ai_edge,6.1502,0.7847,True,False,False,False,True,False
ai_spike,throughput_first,15,cell-east,cell-east:broadband,broadband,5.0411,0.9152,True,False,False,False,False,False
ai_spike,throughput_first,15,cell-east,cell-east:background,background,8.6714,0.4881,False,False,False,False,False,False
ai_spike,throughput_first,16,cell-west,cell-west:mission,mission_critical,4.9973,0.8445,True,False,False,True,True,False
ai_spike,throughput_first,16,cell-west,cell-west:ai-edge,ai_edge,6.2677,0.7682,True,False,False,False,True,False
ai_spike,throughput_first,16,cell-west,cell-west:broadband,broadband,4.2976,1.0,True,False,False,False,False,False
ai_spike,throughput_first,16,cell-west,cell-west:background,background,7.9904,0.5655,False,False,False,False,False,False
ai_spike,throughput_first,16,cell-central,cell-central:mission,mission_critical,4.9931,0.9521,True,False,False,True,True,False
ai_spike,throughput_first,16,cell-central,cell-central:ai-edge,ai_edge,5.9203,0.8656,True,False,False,False,True,False
ai_spike,throughput_first,16,cell-central,cell-central:broadband,broadband,6.6634,0.7781,True,False,False,False,False,False
ai_spike,throughput_first,16,cell-central,cell-central:background,background,9.75,0.415,False,False,False,False,False,False
ai_spike,throughput_first,16,cell-east,cell-east:mission,mission_critical,4.9099,0.8639,True,False,False,True,True,False
ai_spike,throughput_first,16,cell-east,cell-east:ai-edge,ai_edge,6.1355,0.7838,True,False,False,False,True,False
ai_spike,throughput_first,16,cell-east,cell-east:broadband,broadband,4.9438,0.924,True,False,False,False,False,False
ai_spike,throughput_first,16,cell-east,cell-east:background,background,8.6089,0.4928,False,False,False,False,False,False
ai_spike,throughput_first,17,cell-west,cell-west:mission,mission_critical,4.9906,0.8616,True,False,False,True,True,False
ai_spike,throughput_first,17,cell-west,cell-west:ai-edge,ai_edge,6.2153,0.7827,True,False,False,False,True,False
ai_spike,throughput_first,17,cell-west,cell-west:broadband,broadband,4.368,1.0,True,False,False,False,False,False
ai_spike,throughput_first,17,cell-west,cell-west:background,background,8.2438,0.544,False,False,False,False,False,False
ai_spike,throughput_first,17,cell-central,cell-central:mission,mission_critical,5.5542,0.8431,True,False,False,True,True,False
ai_spike,throughput_first,17,cell-central,cell-central:ai-edge,ai_edge,6.8095,0.7692,True,False,False,False,True,False
ai_spike,throughput_first,17,cell-central,cell-central:broadband,broadband,7.5192,0.6857,True,False,False,False,False,False
ai_spike,throughput_first,17,cell-central,cell-central:background,background,10.2393,0.3657,False,False,False,False,False,False
ai_spike,throughput_first,17,cell-east,cell-east:mission,mission_critical,4.7055,0.925,True,False,False,True,True,False
ai_spike,throughput_first,17,cell-east,cell-east:ai-edge,ai_edge,5.6788,0.8458,True,False,False,False,True,False
ai_spike,throughput_first,17,cell-east,cell-east:broadband,broadband,4.368,1.0,True,False,False,False,False,False
ai_spike,throughput_first,17,cell-east,cell-east:background,background,7.8438,0.5911,False,False,False,False,False,False
ai_spike,security_only,0,cell-west,cell-west:mission,mission_critical,3.8576,1.0,True,False,False,True,True,False
ai_spike,security_only,0,cell-west,cell-west:ai-edge,ai_edge,4.8595,0.8821,True,False,False,False,True,False
ai_spike,security_only,0,cell-west,cell-west:broadband,broadband,6.2594,0.7174,True,False,False,False,False,False
ai_spike,security_only,0,cell-west,cell-west:background,background,3.8576,1.0,True,False,False,False,False,False
ai_spike,security_only,0,cell-central,cell-central:mission,mission_critical,4.3376,1.0,True,False,False,True,True,False
ai_spike,security_only,0,cell-central,cell-central:ai-edge,ai_edge,5.2109,0.8973,True,False,False,False,True,False
ai_spike,security_only,0,cell-central,cell-central:broadband,broadband,9.1827,0.43,False,False,False,False,False,False
ai_spike,security_only,0,cell-central,cell-central:background,background,7.2657,0.6555,True,False,False,False,False,False
ai_spike,security_only,0,cell-east,cell-east:mission,mission_critical,3.8576,1.0,True,False,False,True,True,False
ai_spike,security_only,0,cell-east,cell-east:ai-edge,ai_edge,4.6479,0.907,True,False,False,False,True,False
ai_spike,security_only,0,cell-east,cell-east:broadband,broadband,6.64,0.6727,True,False,False,False,False,False
ai_spike,security_only,0,cell-east,cell-east:background,background,6.9024,0.6418,True,False,False,False,False,False
ai_spike,security_only,1,cell-west,cell-west:mission,mission_critical,3.8541,1.0,True,False,False,True,True,False
ai_spike,security_only,1,cell-west,cell-west:ai-edge,ai_edge,4.7417,0.8956,True,False,False,False,True,False
ai_spike,security_only,1,cell-west,cell-west:broadband,broadband,7.6126,0.5578,False,False,False,False,False,False
ai_spike,security_only,1,cell-west,cell-west:background,background,5.3568,0.8232,True,False,False,False,False,False
ai_spike,security_only,1,cell-central,cell-central:mission,mission_critical,4.3341,1.0,True,False,False,True,True,False
ai_spike,security_only,1,cell-central,cell-central:ai-edge,ai_edge,5.8192,0.8253,True,False,False,False,True,False
ai_spike,security_only,1,cell-central,cell-central:broadband,broadband,9.2174,0.4255,False,False,False,False,False,False
ai_spike,security_only,1,cell-central,cell-central:background,background,7.3404,0.6463,True,False,False,False,False,False
ai_spike,security_only,1,cell-east,cell-east:mission,mission_critical,3.8541,1.0,True,False,False,True,True,False
ai_spike,security_only,1,cell-east,cell-east:ai-edge,ai_edge,4.8659,0.881,True,False,False,False,True,False
ai_spike,security_only,1,cell-east,cell-east:broadband,broadband,6.9987,0.63,False,False,False,False,False,False
ai_spike,security_only,1,cell-east,cell-east:background,background,6.7363,0.6609,True,False,False,False,False,False
ai_spike,security_only,2,cell-west,cell-west:mission,mission_critical,3.9187,1.0,True,False,False,True,True,False
ai_spike,security_only,2,cell-west,cell-west:ai-edge,ai_edge,4.7509,0.9021,True,False,False,False,True,False
ai_spike,security_only,2,cell-west,cell-west:broadband,broadband,7.7972,0.5437,False,False,False,False,False,False
ai_spike,security_only,2,cell-west,cell-west:background,background,7.5433,0.5736,False,False,False,False,False,False
ai_spike,security_only,2,cell-central,cell-central:mission,mission_critical,4.3987,1.0,True,False,False,True,True,False
ai_spike,security_only,2,cell-central,cell-central:ai-edge,ai_edge,4.7786,0.9553,True,False,False,False,True,False
ai_spike,security_only,2,cell-central,cell-central:broadband,broadband,9.0174,0.4566,False,False,False,False,False,False
ai_spike,security_only,2,cell-central,cell-central:background,background,6.715,0.7275,True,False,False,False,False,False
ai_spike,security_only,2,cell-east,cell-east:mission,mission_critical,3.9187,1.0,True,False,False,True,True,False
ai_spike,security_only,2,cell-east,cell-east:ai-edge,ai_edge,5.4568,0.819,True,False,False,False,True,False
ai_spike,security_only,2,cell-east,cell-east:broadband,broadband,6.9717,0.6408,True,False,False,False,False,False
ai_spike,security_only,2,cell-east,cell-east:background,background,5.7495,0.7846,True,False,False,False,False,False
ai_spike,security_only,3,cell-west,cell-west:mission,mission_critical,3.9949,1.0,True,False,False,True,True,False
ai_spike,security_only,3,cell-west,cell-west:ai-edge,ai_edge,4.9382,0.889,True,False,False,False,True,False
ai_spike,security_only,3,cell-west,cell-west:broadband,broadband,7.0062,0.6457,True,False,False,False,False,False
ai_spike,security_only,3,cell-west,cell-west:background,background,6.1299,0.7488,True,False,False,False,False,False
ai_spike,security_only,3,cell-central,cell-central:mission,mission_critical,4.4749,1.0,True,False,False,True,True,False
ai_spike,security_only,3,cell-central,cell-central:ai-edge,ai_edge,5.9664,0.8245,True,False,False,False,True,False
ai_spike,security_only,3,cell-central,cell-central:broadband,broadband,9.2619,0.4368,False,False,False,False,False,False
ai_spike,security_only,3,cell-central,cell-central:background,background,8.7446,0.4977,False,False,False,False,False,False
ai_spike,security_only,3,cell-east,cell-east:mission,mission_critical,3.9949,1.0,True,False,False,True,True,False
ai_spike,security_only,3,cell-east,cell-east:ai-edge,ai_edge,4.2727,0.9673,True,False,False,False,True,False
ai_spike,security_only,3,cell-east,cell-east:broadband,broadband,6.7232,0.679,True,False,False,False,False,False
ai_spike,security_only,3,cell-east,cell-east:background,background,3.9949,1.0,True,False,False,False,False,False
ai_spike,security_only,4,cell-west,cell-west:mission,mission_critical,4.071,1.0,True,False,False,True,True,False
ai_spike,security_only,4,cell-west,cell-west:ai-edge,ai_edge,5.2214,0.8647,True,False,False,False,True,False
ai_spike,security_only,4,cell-west,cell-west:broadband,broadband,7.0541,0.6491,True,False,False,False,False,False
ai_spike,security_only,4,cell-west,cell-west:background,background,5.9302,0.7813,True,False,False,False,False,False
ai_spike,security_only,4,cell-central,cell-central:mission,mission_critical,4.551,1.0,True,False,False,True,True,False
ai_spike,security_only,4,cell-central,cell-central:ai-edge,ai_edge,5.1081,0.9345,True,False,False,False,True,False
ai_spike,security_only,4,cell-central,cell-central:broadband,broadband,8.3532,0.5527,False,False,False,False,False,False
ai_spike,security_only,4,cell-central,cell-central:background,background,6.4482,0.7768,True,False,False,False,False,False
ai_spike,security_only,4,cell-east,cell-east:mission,mission_critical,4.071,1.0,True,False,False,True,True,False
ai_spike,security_only,4,cell-east,cell-east:ai-edge,ai_edge,5.0493,0.8849,True,False,False,False,True,False
ai_spike,security_only,4,cell-east,cell-east:broadband,broadband,8.3267,0.4993,False,False,False,False,False,False
ai_spike,security_only,4,cell-east,cell-east:background,background,5.3409,0.8506,True,False,False,False,False,False
ai_spike,security_only,5,cell-west,cell-west:mission,mission_critical,4.2352,1.0,True,False,False,True,True,False
ai_spike,security_only,5,cell-west,cell-west:ai-edge,ai_edge,5.139,0.8937,True,False,False,False,True,False
ai_spike,security_only,5,cell-west,cell-west:broadband,broadband,8.6772,0.4774,False,False,False,False,False,False
ai_spike,security_only,5,cell-west,cell-west:background,background,7.8145,0.5789,False,False,False,False,False,False
ai_spike,security_only,5,cell-central,cell-central:mission,mission_critical,4.7152,1.0,True,False,False,True,True,False
ai_spike,security_only,5,cell-central,cell-central:ai-edge,ai_edge,5.2885,0.9326,True,False,False,False,True,False
ai_spike,security_only,5,cell-central,cell-central:broadband,broadband,8.5064,0.554,False,False,False,False,False,False
ai_spike,security_only,5,cell-central,cell-central:background,background,9.1528,0.4779,False,False,False,False,False,False
ai_spike,security_only,5,cell-east,cell-east:mission,mission_critical,4.2352,1.0,True,False,False,True,True,False
ai_spike,security_only,5,cell-east,cell-east:ai-edge,ai_edge,5.3736,0.8661,True,False,False,False,True,False
ai_spike,security_only,5,cell-east,cell-east:broadband,broadband,7.0855,0.6647,True,False,False,False,False,False
ai_spike,security_only,5,cell-east,cell-east:background,background,8.0721,0.5486,False,False,False,False,False,False
ai_spike,security_only,6,cell-west,cell-west:mission,mission_critical,4.4295,0.9677,True,False,False,True,True,False
ai_spike,security_only,6,cell-west,cell-west:ai-edge,ai_edge,6.0553,0.7916,True,False,False,False,True,False
ai_spike,security_only,6,cell-west,cell-west:broadband,broadband,8.3504,0.5216,False,False,False,False,False,False
ai_spike,security_only,6,cell-west,cell-west:background,background,5.0003,0.9157,True,False,False,False,False,False
ai_spike,security_only,6,cell-central,cell-central:mission,mission_critical,5.0204,0.9431,True,False,False,True,True,False
ai_spike,security_only,6,cell-central,cell-central:ai-edge,ai_edge,6.6602,0.7769,True,False,False,False,True,False
ai_spike,security_only,6,cell-central,cell-central:broadband,broadband,9.1841,0.48,False,False,False,False,False,False
ai_spike,security_only,6,cell-central,cell-central:background,background,7.8169,0.6409,True,False,False,False,False,False
ai_spike,security_only,6,cell-east,cell-east:mission,mission_critical,4.2842,1.0,True,False,False,True,True,False
ai_spike,security_only,6,cell-east,cell-east:ai-edge,ai_edge,5.4651,0.8611,True,False,False,False,True,False
ai_spike,security_only,6,cell-east,cell-east:broadband,broadband,6.9181,0.6901,True,False,False,False,False,False
ai_spike,security_only,6,cell-east,cell-east:background,background,8.297,0.5279,False,False,False,False,False,False
ai_spike,security_only,7,cell-west,cell-west:mission,mission_critical,4.393,1.0,True,False,False,True,True,False
ai_spike,security_only,7,cell-west,cell-west:ai-edge,ai_edge,5.1206,0.9144,True,False,False,False,True,False
ai_spike,security_only,7,cell-west,cell-west:broadband,broadband,7.4841,0.6363,False,False,False,False,False,False
ai_spike,security_only,7,cell-west,cell-west:background,background,7.2452,0.6644,True,False,False,False,False,False
ai_spike,security_only,7,cell-central,cell-central:mission,mission_critical,4.873,1.0,True,False,False,True,True,False
ai_spike,security_only,7,cell-central,cell-central:ai-edge,ai_edge,6.33,0.8286,True,False,False,False,True,False
ai_spike,security_only,7,cell-central,cell-central:broadband,broadband,9.6331,0.44,False,False,False,False,False,False
ai_spike,security_only,7,cell-central,cell-central:background,background,8.935,0.5221,False,False,False,False,False,False
ai_spike,security_only,7,cell-east,cell-east:mission,mission_critical,4.393,1.0,True,False,False,True,True,False
ai_spike,security_only,7,cell-east,cell-east:ai-edge,ai_edge,5.8175,0.8324,True,False,False,False,True,False
ai_spike,security_only,7,cell-east,cell-east:broadband,broadband,7.9163,0.5855,False,False,False,False,False,False
ai_spike,security_only,7,cell-east,cell-east:background,background,7.129,0.6781,True,False,False,False,False,False
ai_spike,security_only,8,cell-west,cell-west:mission,mission_critical,4.5222,1.0,True,False,False,True,True,False
ai_spike,security_only,8,cell-west,cell-west:ai-edge,ai_edge,5.5823,0.8753,True,False,False,False,True,False
ai_spike,security_only,8,cell-west,cell-west:broadband,broadband,8.6268,0.5171,False,False,False,False,False,False
ai_spike,security_only,8,cell-west,cell-west:background,background,7.279,0.6757,True,False,False,False,False,False
ai_spike,security_only,8,cell-central,cell-central:mission,mission_critical,5.0022,1.0,True,False,False,True,True,False
ai_spike,security_only,8,cell-central,cell-central:ai-edge,ai_edge,6.4581,0.8287,True,False,False,False,True,False
ai_spike,security_only,8,cell-central,cell-central:broadband,broadband,9.8974,0.4241,False,False,False,False,False,False
ai_spike,security_only,8,cell-central,cell-central:background,background,9.9015,0.4236,False,False,False,False,False,False
ai_spike,security_only,8,cell-east,cell-east:mission,mission_critical,4.5222,1.0,True,False,False,True,True,False
ai_spike,security_only,8,cell-east,cell-east:ai-edge,ai_edge,5.8881,0.8393,True,False,False,False,True,False
ai_spike,security_only,8,cell-east,cell-east:broadband,broadband,7.1274,0.6935,True,False,False,False,False,False
ai_spike,security_only,8,cell-east,cell-east:background,background,4.5222,1.0,True,False,False,False,False,False
ai_spike,security_only,9,cell-west,cell-west:mission,mission_critical,5.4102,0.8434,True,False,False,True,True,False
ai_spike,security_only,9,cell-west,cell-west:ai-edge,ai_edge,7.1656,0.7106,True,False,False,False,True,True
ai_spike,security_only,9,cell-west,cell-west:broadband,broadband,7.3757,0.6858,True,False,False,False,False,False
ai_spike,security_only,9,cell-west,cell-west:background,background,8.71,0.5289,False,False,False,False,False,False
ai_spike,security_only,9,cell-central,cell-central:mission,mission_critical,5.5153,0.9267,True,False,False,True,True,False
ai_spike,security_only,9,cell-central,cell-central:ai-edge,ai_edge,7.0804,0.777,True,False,False,False,True,False
ai_spike,security_only,9,cell-central,cell-central:broadband,broadband,10.0599,0.4265,False,False,False,False,False,False
ai_spike,security_only,9,cell-central,cell-central:background,background,8.3912,0.6228,False,False,False,False,False,False
ai_spike,security_only,9,cell-east,cell-east:mission,mission_critical,5.1896,0.8924,True,False,False,True,True,False
ai_spike,security_only,9,cell-east,cell-east:ai-edge,ai_edge,6.8413,0.7487,True,False,False,False,True,True
ai_spike,security_only,9,cell-east,cell-east:broadband,broadband,8.3125,0.5756,False,False,False,False,False,False
ai_spike,security_only,9,cell-east,cell-east:background,background,8.7519,0.5239,False,False,False,False,False,False
ai_spike,security_only,10,cell-west,cell-west:mission,mission_critical,5.2669,0.9359,True,False,False,True,True,False
ai_spike,security_only,10,cell-west,cell-west:ai-edge,ai_edge,6.8714,0.7773,True,False,False,False,True,False
ai_spike,security_only,10,cell-west,cell-west:broadband,broadband,8.3861,0.5991,False,False,False,False,False,False
ai_spike,security_only,10,cell-west,cell-west:background,background,8.5945,0.5746,False,False,False,False,False,False
ai_spike,security_only,10,cell-central,cell-central:mission,mission_critical,5.7956,0.925,True,False,False,True,True,False
ai_spike,security_only,10,cell-central,cell-central:ai-edge,ai_edge,7.3372,0.7789,True,False,False,False,True,False
ai_spike,security_only,10,cell-central,cell-central:broadband,broadband,10.2242,0.4393,False,False,False,False,False,False
ai_spike,security_only,10,cell-central,cell-central:background,background,10.3527,0.4242,False,False,False,False,False,False
ai_spike,security_only,10,cell-east,cell-east:mission,mission_critical,5.5819,0.8659,True,False,False,True,True,False
ai_spike,security_only,10,cell-east,cell-east:ai-edge,ai_edge,7.2476,0.733,True,False,False,False,True,True
ai_spike,security_only,10,cell-east,cell-east:broadband,broadband,8.6709,0.5656,False,False,False,False,False,False
ai_spike,security_only,10,cell-east,cell-east:background,background,6.2898,0.8457,True,False,False,False,False,False
ai_spike,security_only,11,cell-west,cell-west:mission,mission_critical,5.2443,0.9547,True,False,False,True,True,False
ai_spike,security_only,11,cell-west,cell-west:ai-edge,ai_edge,6.8376,0.7886,True,False,False,False,True,False
ai_spike,security_only,11,cell-west,cell-west:broadband,broadband,8.1629,0.6327,False,False,False,False,False,False
ai_spike,security_only,11,cell-west,cell-west:background,background,6.4857,0.83,True,False,False,False,False,False
ai_spike,security_only,11,cell-central,cell-central:mission,mission_critical,5.9302,0.909,True,False,False,True,True,False
ai_spike,security_only,11,cell-central,cell-central:ai-edge,ai_edge,7.6964,0.744,True,False,False,False,True,True
ai_spike,security_only,11,cell-central,cell-central:broadband,broadband,9.9692,0.4766,False,False,False,False,False,False
ai_spike,security_only,11,cell-central,cell-central:background,background,10.4093,0.4249,False,False,False,False,False,False
ai_spike,security_only,11,cell-east,cell-east:mission,mission_critical,5.5808,0.88,True,False,False,True,True,False
ai_spike,security_only,11,cell-east,cell-east:ai-edge,ai_edge,7.2895,0.7354,True,False,False,False,True,True
ai_spike,security_only,11,cell-east,cell-east:broadband,broadband,9.479,0.4778,False,False,False,False,False,False
ai_spike,security_only,11,cell-east,cell-east:background,background,8.6944,0.5701,False,False,False,False,False,False
ai_spike,security_only,12,cell-west,cell-west:mission,mission_critical,5.4456,0.9403,True,False,False,True,True,False
ai_spike,security_only,12,cell-west,cell-west:ai-edge,ai_edge,7.0026,0.7852,True,False,False,False,True,False
ai_spike,security_only,12,cell-west,cell-west:broadband,broadband,8.169,0.648,True,False,False,False,False,False
ai_spike,security_only,12,cell-west,cell-west:background,background,5.177,1.0,True,False,False,False,False,False
ai_spike,security_only,12,cell-central,cell-central:mission,mission_critical,6.1117,0.899,True,False,False,True,True,False
ai_spike,security_only,12,cell-central,cell-central:ai-edge,ai_edge,7.8189,0.7457,True,False,False,False,True,True
ai_spike,security_only,12,cell-central,cell-central:broadband,broadband,10.4482,0.4363,False,False,False,False,False,False
ai_spike,security_only,12,cell-central,cell-central:background,background,10.5873,0.42,False,False,False,False,False,False
ai_spike,security_only,12,cell-east,cell-east:mission,mission_critical,5.6303,0.8993,True,False,False,True,True,False
ai_spike,security_only,12,cell-east,cell-east:ai-edge,ai_edge,7.1509,0.7678,True,False,False,False,True,False
ai_spike,security_only,12,cell-east,cell-east:broadband,broadband,8.7028,0.5852,False,False,False,False,False,False
ai_spike,security_only,12,cell-east,cell-east:background,background,6.0519,0.8971,True,False,False,False,False,False
ai_spike,security_only,13,cell-west,cell-west:mission,mission_critical,5.4925,0.9741,True,False,False,True,True,False
ai_spike,security_only,13,cell-west,cell-west:ai-edge,ai_edge,7.0282,0.8056,True,False,False,False,True,False
ai_spike,security_only,13,cell-west,cell-west:broadband,broadband,8.3059,0.6553,True,False,False,False,False,False
ai_spike,security_only,13,cell-west,cell-west:background,background,8.002,0.6911,True,False,False,False,False,False
ai_spike,security_only,13,cell-central,cell-central:mission,mission_critical,6.7497,0.8014,False,False,False,True,True,False
ai_spike,security_only,13,cell-central,cell-central:ai-edge,ai_edge,8.6116,0.6758,True,False,False,False,True,True
ai_spike,security_only,13,cell-central,cell-central:broadband,broadband,10.9591,0.3996,False,False,False,False,False,False
ai_spike,security_only,13,cell-central,cell-central:background,background,8.5008,0.6888,True,False,False,False,False,False
ai_spike,security_only,13,cell-east,cell-east:mission,mission_critical,6.0034,0.8606,True,False,False,True,True,False
ai_spike,security_only,13,cell-east,cell-east:ai-edge,ai_edge,7.7125,0.7251,True,False,False,False,True,True
ai_spike,security_only,13,cell-east,cell-east:broadband,broadband,9.5857,0.5047,False,False,False,False,False,False
ai_spike,security_only,13,cell-east,cell-east:background,background,9.0133,0.5721,False,False,False,False,False,False
ai_spike,security_only,14,cell-west,cell-west:mission,mission_critical,5.979,0.9054,True,False,False,True,True,False
ai_spike,security_only,14,cell-west,cell-west:ai-edge,ai_edge,7.5509,0.765,True,False,False,False,True,False
ai_spike,security_only,14,cell-west,cell-west:broadband,broadband,8.1064,0.6996,True,False,False,False,False,False
ai_spike,security_only,14,cell-west,cell-west:background,background,8.2974,0.6772,True,False,False,False,False,False
ai_spike,security_only,14,cell-central,cell-central:mission,mission_critical,6.6862,0.8549,True,False,False,True,True,False
ai_spike,security_only,14,cell-central,cell-central:ai-edge,ai_edge,8.4746,0.7128,True,False,False,False,True,True
ai_spike,security_only,14,cell-central,cell-central:broadband,broadband,10.9307,0.4238,False,False,False,False,False,False
ai_spike,security_only,14,cell-central,cell-central:background,background,8.7676,0.6783,True,False,False,False,False,False
ai_spike,security_only,14,cell-east,cell-east:mission,mission_critical,6.1137,0.8755,True,False,False,True,True,False
ai_spike,security_only,14,cell-east,cell-east:ai-edge,ai_edge,7.9007,0.7238,True,False,False,False,True,True
ai_spike,security_only,14,cell-east,cell-east:broadband,broadband,9.1212,0.5802,False,False,False,False,False,False
ai_spike,security_only,14,cell-east,cell-east:background,background,7.9655,0.7162,True,False,False,False,False,False
ai_spike,security_only,15,cell-west,cell-west:mission,mission_critical,6.2716,0.9069,True,False,False,True,True,False
ai_spike,security_only,15,cell-west,cell-west:ai-edge,ai_edge,7.8598,0.7638,True,False,False,False,True,False
ai_spike,security_only,15,cell-west,cell-west:broadband,broadband,8.9732,0.6329,False,False,False,False,False,False
ai_spike,security_only,15,cell-west,cell-west:background,background,5.8525,1.0,True,False,False,False,False,False
ai_spike,security_only,15,cell-central,cell-central:mission,mission_critical,6.9113,0.8714,True,False,False,True,True,False
ai_spike,security_only,15,cell-central,cell-central:ai-edge,ai_edge,8.5999,0.7332,True,False,False,False,True,True
ai_spike,security_only,15,cell-central,cell-central:broadband,broadband,11.1486,0.4334,False,False,False,False,False,False
ai_spike,security_only,15,cell-central,cell-central:background,background,11.1563,0.4325,False,False,False,False,False,False
ai_spike,security_only,15,cell-east,cell-east:mission,mission_critical,6.3848,0.8817,True,False,False,True,True,False
ai_spike,security_only,15,cell-east,cell-east:ai-edge,ai_edge,8.23,0.7203,True,False,False,False,True,True
ai_spike,security_only,15,cell-east,cell-east:broadband,broadband,8.8796,0.6439,True,False,False,False,False,False
ai_spike,security_only,15,cell-east,cell-east:background,background,9.8038,0.5351,False,False,False,False,False,False
ai_spike,security_only,16,cell-west,cell-west:mission,mission_critical,6.6468,0.8423,True,False,False,True,True,False
ai_spike,security_only,16,cell-west,cell-west:ai-edge,ai_edge,8.464,0.7027,True,False,False,False,True,True
ai_spike,security_only,16,cell-west,cell-west:broadband,broadband,10.2303,0.4949,False,False,False,False,False,False
ai_spike,security_only,16,cell-west,cell-west:background,background,7.0171,0.873,True,False,False,False,False,False
ai_spike,security_only,16,cell-central,cell-central:mission,mission_critical,6.5816,0.9635,True,False,False,True,True,False
ai_spike,security_only,16,cell-central,cell-central:ai-edge,ai_edge,8.1904,0.7914,True,False,False,False,True,False
ai_spike,security_only,16,cell-central,cell-central:broadband,broadband,11.0795,0.4515,False,False,False,False,False,False
ai_spike,security_only,16,cell-central,cell-central:background,background,11.1531,0.4428,False,False,False,False,False,False
ai_spike,security_only,16,cell-east,cell-east:mission,mission_critical,6.509,0.873,True,False,False,True,True,False
ai_spike,security_only,16,cell-east,cell-east:ai-edge,ai_edge,8.3462,0.7166,True,False,False,False,True,True
ai_spike,security_only,16,cell-east,cell-east:broadband,broadband,9.227,0.613,False,False,False,False,False,False
ai_spike,security_only,16,cell-east,cell-east:background,background,10.016,0.5201,False,False,False,False,False,False
ai_spike,security_only,17,cell-west,cell-west:mission,mission_critical,6.7102,0.8678,True,False,False,True,True,False
ai_spike,security_only,17,cell-west,cell-west:ai-edge,ai_edge,8.5191,0.7172,True,False,False,False,True,True
ai_spike,security_only,17,cell-west,cell-west:broadband,broadband,10.4836,0.4861,False,False,False,False,False,False
ai_spike,security_only,17,cell-west,cell-west:background,background,7.4136,0.8472,True,False,False,False,False,False
ai_spike,security_only,17,cell-central,cell-central:mission,mission_critical,7.3089,0.8414,True,False,False,True,True,False
ai_spike,security_only,17,cell-central,cell-central:ai-edge,ai_edge,9.0314,0.7134,True,False,False,False,True,True
ai_spike,security_only,17,cell-central,cell-central:broadband,broadband,11.9069,0.3751,False,False,False,False,False,False
ai_spike,security_only,17,cell-central,cell-central:background,background,11.1157,0.4682,False,False,False,False,False,False
ai_spike,security_only,17,cell-east,cell-east:mission,mission_critical,6.4924,0.9162,True,False,False,True,True,False
ai_spike,security_only,17,cell-east,cell-east:ai-edge,ai_edge,8.0157,0.7764,True,False,False,False,True,False
ai_spike,security_only,17,cell-east,cell-east:broadband,broadband,8.7379,0.6914,True,False,False,False,False,False
ai_spike,security_only,17,cell-east,cell-east:background,background,7.8649,0.7941,True,False,False,False,False,False
ai_spike,failure_aware,0,cell-west,cell-west:mission,mission_critical,3.7859,1.0,True,False,False,True,True,False
ai_spike,failure_aware,0,cell-west,cell-west:ai-edge,ai_edge,3.9036,0.9862,True,False,False,False,True,False
ai_spike,failure_aware,0,cell-west,cell-west:broadband,broadband,5.1045,0.8449,True,False,False,False,False,False
ai_spike,failure_aware,0,cell-west,cell-west:background,background,3.7859,1.0,True,False,False,False,False,False
ai_spike,failure_aware,0,cell-central,cell-central:mission,mission_critical,4.2907,0.9945,True,False,False,True,True,False
ai_spike,failure_aware,0,cell-central,cell-central:ai-edge,ai_edge,4.2659,1.0,True,False,False,False,True,False
ai_spike,failure_aware,0,cell-central,cell-central:broadband,broadband,8.5171,0.4999,False,False,False,False,False,False
ai_spike,failure_aware,0,cell-central,cell-central:background,background,6.2885,0.762,True,False,False,False,False,False
ai_spike,failure_aware,0,cell-east,cell-east:mission,mission_critical,3.7859,1.0,True,False,False,True,True,False
ai_spike,failure_aware,0,cell-east,cell-east:ai-edge,ai_edge,3.7859,1.0,True,False,False,False,True,False
ai_spike,failure_aware,0,cell-east,cell-east:broadband,broadband,5.8555,0.7565,True,False,False,False,False,False
ai_spike,failure_aware,0,cell-east,cell-east:background,background,6.1506,0.7218,True,False,False,False,False,False
ai_spike,failure_aware,1,cell-west,cell-west:mission,mission_critical,3.6794,1.0,True,False,False,True,True,False
ai_spike,failure_aware,1,cell-west,cell-west:ai-edge,ai_edge,3.6794,1.0,True,False,False,False,True,False
